class,num,skeleton_text_cosine,rgb_text_cosine,fusion_text_cosine,skeleton_text_l2,rgb_text_l2,fusion_text_l2
4,275,0.032366275787353516,0.08429955691099167,0.09529467672109604,1.3900521993637085,1.3531471490859985,1.343360185623169
19,272,0.23832963407039642,-0.09375742822885513,0.2712041139602661,1.2321032285690308,1.4789267778396606,1.2038365602493286
31,276,0.039386726915836334,0.013067330233752728,0.02801424078643322,1.385755181312561,1.404848575592041,1.3941582441329956
47,275,0.06740511953830719,0.02876271679997444,0.10076511651277542,1.3649154901504517,1.3935602903366089,1.3396722078323364
51,276,0.20634114742279053,0.027042420580983162,0.26758500933647156,1.2588566541671753,1.3948551416397095,1.209363341331482
